Name,Website,Domain,Description,Location,Founded,Employees,Specialties,Technologies,Category,Subcategory,Image URL
Datable Technology .,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataBlend,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Databox,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataEye,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DataForge,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Datagamz,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DataGems AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataGPT,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataHawk Technologies,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dataisland,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DataLexing,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dataloop AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datalyse,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datalytics24,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datamart,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataMesh,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datamonk,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datananas,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DAtAnchor,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
"DataNovo, Inc.",,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datapeople,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datapine,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datarade,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datarisk.io,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datarize,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datarocx,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dataroid,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
dataroomHQ,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DataScope,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataShapes,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dataships,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DataTrails,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Datavio,,,,,,,[object Object]; [object Object],,AI Company,,
Datavolo,,,,,,,[object Object],,AI Company,,
Dataweavers,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datazoom,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datica,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DATIS,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datometry,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datoms,,,,,,,[object Object]; [object Object],,AI Company,,
Datorios,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datrics,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Datum,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DaVinci Education,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Davra,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
dawn,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Daxap,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
daydream Labs,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Daymi,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DayOne,,,,,,,[object Object]; [object Object],,AI Company,,
Dayta AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
dbaPlatform,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DC Connected,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DCbrain,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DCX,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
dcyd,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
dDriven Solutions,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deal Room,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dealcar,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DealCoachPro,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
dealcode AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DealDox CPQ,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DealerPeak,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dealerverse,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dealflow,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dealgrace,,,,,,,[object Object]; [object Object],,AI Company,,
DealGround,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Dealmate,,,,,,,[object Object],,AI Company,,
Dealpad,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Dealpath,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dealsuite,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Dealtale,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Debeaut,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Debricked,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Decentriq,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
"DECHURN, INC.",,,,,,,,,AI Company,,
DecideAct,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
Decisional AI,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
DecisionDesk,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DecisionNext,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Decisiv,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Decisyon,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deck Commerce,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deck Socials,,,,,,,[object Object]; [object Object]; [object Object],,AI Company,,
deckrobot,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Decodata,,,,,,,[object Object],,AI Company,,
Dedoco,,,,,,,[object Object]; [object Object],,AI Company,,
Deed,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deeligence,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deep01 Technology,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deepblocks,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepCast,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deepdive,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
deepdivr,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepFactor,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepField,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepFlows AI,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
deeploi,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepMatrix,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepMind Deutschland GmbH,https://www.deepmind.com,deepmind.com,"DeepMind ist ein führendes KI-Forschungsunternehmen, das sich auf die Entwicklung sicherer und ethischer künstlicher Intelligenz konzentriert.",,,,,Deep Learning; Reinforcement Learning; Neural Networks; Machine Learning; TensorFlow; PyTorch; JAX,AI Company,,https://logo.clearbit.com/deepmind.com
DeepMotion,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepNatural,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deepomatic,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepOpinion,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
deepsearch labs,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
Deepsight,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepStream,,,,,,,[object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepVolt,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepVu,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
DeepWave,,,,,,,[object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object]; [object Object],,AI Company,,
